INSTITUICAO_ENSINO_ALUNO_2020,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,INSTITUICAO_ENSINO_ALUNO_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,FASE_2022,INDE_2022,PEDRA_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022
Rede Decisão/União,14,2,4E,Sim,8.229169833333334,B,Ametista,9.16668,5.5,10,6.666666666666667,9375,9.7083425,10,4.0,Rede Decisão,Ametista,7961,9.2,8.9,5.0,8.1,8.8,Não,8.9,5.0,5.0,8.28217875925926,Topázio,8.33334,9.056712962962962,8.75,8.666666666666666,6.458333333333334,Sim,9.4166775,5.0
Rede Decisão/União,10,1,2F,Não,8.035278666666667,B,Ametista,9.000020000000001,9.1,5,8,7.708333333333334,7.222216666666665,10,2.0,Escola Pública,Ametista,7261,6.8,7.9,6.9,4.6,7.7,Não,8.1,10.0,,,,,,,,,,,
Escola Pública,11,1,2N,Não,8.788613333333334,A,Topázio,9.500020000000001,9.7,6875,9,8.333333333333334,7.888890000000001,10,2.0,Rede Decisão,Topázio,9107,10.0,10.0,7.5,9.5,9.8,Sim,9.9,5.0,3.0,8.815164203703704,Topázio,9.16668,9.907407407407408,6.25,9.111111111111112,8.28125,Não,8.208337499999999,10.0
Escola Pública,13,1,3B,Não,7.046043,C,Ágata,9.58335,8.1,6.25,4,7.34375,6.541665,10,3.0,Escola Pública,Ágata,5774,7.1,5.6,7.5,4.1,6.9,Não,6.0,5.0,,,,,,,,,,,
Rede Decisão/União,17,1,6C,Não,7.131251333333334,C,Ágata,7.5,8,6.25,6.166666666666667,7.8125,8.20834,5,7.0,Rede Decisão,Ametista,7584,7.1,8.6,7.5,8.0,8.3,Não,7.4,5.0,,,,,,,,,,,
Escola Pública,17,1,6A,Não,5.431249666666666,D,Quartzo,0,4.5,6.25,5.833333333333333,7.8125,7.291665,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,1,3A,Não,7.178543166666667,C,Ágata,9.58335,6.7,7.5,4.833333333333333,7.96875,6.8333325,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,14,1,4E,Não,7.7379188333333335,B,Ametista,9.58335,7.2,5,7.666666666666667,7.8125,7.6250025,10,4.0,Escola Pública,Topázio,8292,8.8,9.2,7.5,8.2,8.8,Sim,9.1,5.0,5.0,7.367519229847495,Ametista,7.08333,8.088984204793029,8125,7.477777777777778,5.833333333333334,Não,8.2500025,5.0
UNISA,19,1,8A,,9.338335,A,Topázio,9.58335,10,7.5,9.7,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,1,2C,Não,7.4925006666666665,B,Ametista,6.91668,8.9,7.5,7.5,7.708333333333334,7.499996666666666,5,3.0,Escola Pública,Ágata,6497,8.8,5.8,7.5,5.0,7.5,Não,7.3,5.0,,,,,,,,,,,
Escola Pública,13,1,2D,Não,6.9812520000000005,C,Ágata,8.500020000000001,7,7.5,6,7.8125,7.5,5,2.0,Escola Pública,Ametista,6969,7.4,5.0,7.5,6.9,8.1,Não,8.9,5.0,3.0,5.604466564270153,Quartzo,7.08333,4.647331154684096,7.5,6.166666666666667,5.0,Não,4.91667,5.0
Escola Pública,17,3,6A,Não,5.968749333333333,D,Quartzo,7.5,7,6.25,3.1666666666666665,7.1875,6.70833,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,15,0,3J,Não,6.225555333333334,C,Ágata,9.16668,6.1,6875,4.666666666666667,8125,5.777770000000001,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,16,2,4F,Não,3.0650014999999997,D,Quartzo,6.66667,1.2,2.5,0,5,4.5416725,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,0E,Não,7.029166999999999,C,Ágata,9.500020000000001,10,5625,9,2.5,4.833325,5,0.0,Escola Pública,Ágata,5825,9.0,4.2,7.5,5.4,5.0,Não,6.3,5.0,,,,,,,,,,,
Escola Pública,9,2,1H,Não,8.673890666666669,A,Topázio,9.500020000000001,8.8,7.5,9.5,7.916666666666668,7.61111,10,1.0,Escola Pública,Ametista,7318,8.0,8.8,7.5,5.8,8.3,Não,7.6,5.0,1.0,7.181471298245615,Ametista,9.000020000000001,8.771929824561404,5.0,6.416666666666666,5.9375,Não,8.25,5.0
Escola Pública,13,1,3B,Não,8.281250333333332,B,Ametista,8.33334,9,7.5,8.666666666666666,7.8125,6.916665,10,4.0,Escola Pública,Ágata,6730,8.8,5.3,5.6,6.5,7.0,Não,6.2,10.0,4.0,5.562542284489457,Quartzo,0.0,6.168615866891729,7.5,5.555555555555556,7.34375,Não,6.166665,5.0
UNISA,18,1,8A,,8.818335000000001,B,Ametista,9.58335,10,7.5,8.4,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,15,1,3F,Sim,8.552224666666667,A,Topázio,9.16668,9.9,6875,9.333333333333334,8125,8.944449999999998,5,5.0,Rede Decisão,Ametista,8014,8.8,8.3,7.5,8.6,8.3,Não,8.4,5.0,6.0,7.875768381520724,Ametista,9.16668,9.00661079649251,6875,6.844444444444444,8125,Sim,8.944446666666666,5.0
Escola Pública,14,2,3L,Não,6.2183348333333335,C,Ágata,10.000020000000001,7.8,4375,4.666666666666667,5625,6.1249975,5,3.0,Escola Pública,Ágata,6458,7.9,6.1,3.8,6.9,5.8,Não,8.1,5.0,4.0,6.775990920062696,Ágata,8.33334,7.333072100313479,5625,6.5,6.71875,Não,7.2083375,5.0
Escola Pública,13,1,2D,Não,8.080002,B,Ametista,8.000020000000001,9.9,7.5,9,7.5,7.5,5,3.0,Escola Pública,Ametista,7765,7.9,8.6,7.5,7.2,7.7,Não,8.9,5.0,4.0,6.926393898268398,Ágata,6.66667,6.449675324675325,7.5,6.666666666666667,8.28125,Não,7.7916675,5.0
Escola Pública,13,3,2E,Não,5.6905573333333335,D,Quartzo,9.500020000000001,6.3,5,4,6.25,5.277776666666666,5,2.0,Escola Pública,Quartzo,3979,0.0,2.1,6.9,3.5,5.4,Não,5.7,5.0,,,,,,,,,,,
Escola Pública,9,1,1F,Não,7.627502,B,Ametista,9.500020000000001,8.7,6.25,4.5,8125,8,10,2.0,Escola Pública,Ágata,6294,10.0,6.3,7.5,1.8,6.9,Não,6.2,10.0,2.0,7.184480244200245,Ametista,8.000020000000001,8.887667887667888,7.5,3.5,6.458333333333334,Não,7.555556666666667,10.0
Escola Pública,11,0,1M,Não,8.043751,B,Ametista,7.9166799999999995,8.5,7.5,10,7.1875,7.916665,5,1.0,Escola Pública,Ametista,8104,9.5,9.6,7.5,6.9,8.1,Sim,9.0,5.0,1.0,7.180380522045855,Ametista,8.91668,8.27689594356261,7.5,6.666666666666666,5.833333333333334,Não,7.333333333333333,5.0
Escola Pública,9,1,1G,Não,8.178752,B,Ametista,8.000020000000001,8.3,7.5,9,7.1875,7.25,10,1.0,Escola Pública,Quartzo,4275,9.5,1.3,8.1,0.0,7.3,Não,5.2,5.0,1.0,6.281145375891421,Ágata,9.50002,6.009891879457097,7.5,4.75,5625,Não,6.833325,5.0
Escola Pública,12,1,3C,Sim,8.925003,A,Topázio,9.583350000000001,9.5,6.25,8.333333333333334,8.749999999999998,9.500006666666668,10,3.0,Rede Decisão,Topázio,9025,8.8,8.9,6.3,9.2,9.2,Sim,9.9,10.0,4.0,8.63847438888889,Topázio,8.33334,9.895833333333334,5625,7.911111111111111,7.8125,Sim,9.5000075,10.0
Escola Pública,10,2,1D,Não,6.268752,C,Ágata,9.500020000000001,5,7.5,4.5,7.1875,7.25,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,15,1,5B,Não,4.420833666666667,D,Quartzo,7.91667,2,3.75,0,6875,5.833333333333335,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,15,1,5F,Sim,7.3906255000000005,B,Ametista,7.08333,7,6875,5,8.28125,8.8333375,10,6.0,Rede Decisão,Ágata,6775,8.3,7.2,3.8,6.0,6.7,Não,6.3,10.0,6.0,4.949617787439614,Quartzo,0.0,5.366847826086957,5.0,5.877777777777777,6.5625,Não,5.222213333333333,5.0
Escola Pública,10,0,1K,Não,5.367224,D,Quartzo,8.500020000000001,5.1,7.5,0,7.916666666666668,7.277776666666666,5,1.0,Escola Pública,Ágata,5915,8.0,6.3,7.5,2.2,8.4,Não,6.7,5.0,,,,,,,,,,,
Escola Pública,15,3,5B,Não,8.233335,B,Ametista,8.75001,8,8.75,6.333333333333333,9.166666666666666,8.500003333333334,10,5.0,Rede Decisão,Ametista,8003,9.2,6.9,8.1,8.5,8.4,Sim,9.3,5.0,6.0,8.523222128427129,Topázio,9.16668,8.940746753246753,7.5,8.555555555555555,8.90625,Sim,9.833343333333334,5.0
Escola Pública,13,1,2M,Não,5.692918,D,Quartzo,8.000020000000001,3.1,6875,4.25,7.1875,7.58333,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,0D,Não,7.745836000000001,B,Ametista,9.000020000000001,10,5625,10,2.5,7.66667,5,1.0,Escola Pública,Ametista,7961,9.0,9.6,5.6,7.6,8.1,Não,8.7,5.0,1.0,7.455557555555556,Ametista,8.500020000000001,9.444444444444445,7.5,7.083333333333334,5.833333333333334,Não,7.333333333333333,5.0
Escola Pública,13,1,2G,Não,7.060279333333334,C,Ágata,9.000020000000001,8.1,7.5,4.5,8125,7.888886666666667,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,17,1,7A,Não,5.461458666666667,D,Quartzo,7.91667,1,7.5,4.333333333333333,7.03125,5.75,10,,,,,,,,,,,,,,,,,,,,,,,
UNISA,19,1,8A,,9.218335,A,Topázio,9.58335,10,7.5,9.4,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,1,2N,Não,8.100557333333333,B,Ametista,8.500020000000001,9.6,6875,8,6875,6.777776666666665,10,2.0,Escola Pública,Ametista,7554,8.5,8.8,7.5,6.1,8.1,Não,8.3,5.0,3.0,6.929611095238096,Ágata,7.91667,7.413690476190476,6875,5.000000000000001,7.34375,Não,6.166655,10.0
Rede Decisão/União,12,3,3B,Não,6.828125666666667,C,Ágata,7.91667,9.5,4375,3.3333333333333335,7.65625,6.333335,10,3.0,Rede Decisão,Quartzo,4615,7.5,2.5,4.4,1.9,7.1,Não,4.2,10.0,4.0,8.180903944444445,Topázio,7.5,9.333333333333334,5.0,7.888888888888889,8.28125,Não,8.2916725,10.0
Escola Pública,11,0,2L,Não,6.912779333333333,C,Ágata,9.000020000000001,6.8,7.5,3.75,7.083333333333333,7.222219999999999,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,0,2D,Não,8.153752,B,Ametista,8.500020000000001,8.8,7.5,7,8.4375,7.75,10,3.0,Escola Pública,Topázio,8322,9.2,8.6,7.5,7.4,7.9,Não,8.3,10.0,4.0,8.645932539215686,Topázio,7.5,9.419934640522875,8125,7.955555555555556,8.75,Sim,8.6666725,10.0
Rede Decisão/União,16,4,6A,Não,7.820418166666667,B,Ametista,8.75001,8.8,6.25,5.333333333333333,8.4375,8.2500025,10,7.0,Rede Decisão,Ametista,8040,8.3,8.3,7.5,7.8,7.8,Não,7.3,10.0,,,,,,,,,,,
Escola Pública,11,0,1K,Não,6.790556666666666,C,Ágata,9.000020000000001,5.8,5,7.5,7.083333333333333,7.611106666666666,5,2.0,Escola Pública,Quartzo,4814,9.5,3.3,5.0,2.4,6.7,Não,5.3,5.0,,,,,,,,,,,
Escola Pública,16,2,6B,Não,7.520000166666668,B,Ametista,7.91667,7.6,6.25,5.833333333333333,7.5,8.333332500000001,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,9,1,1A,Sim,8.962503,A,Topázio,7.00002,9.5,7.5,10,8125,9.000005,10,2.0,Escola Pública,Ametista,8040,8.5,9.2,7.5,5.5,7.3,Não,8.9,10.0,,,,,,,,,,,
Escola Pública,10,1,1D,Sim,8.700003,A,Topázio,10.000020000000001,9.5,7.5,10,7.5,9.000005,5,1.0,Escola Pública,Ametista,7401,9.5,10.0,2.5,6.3,7.5,Não,8.4,5.0,2.0,7.908336,Ametista,9.000020000000001,10.0,5625,8.5,6.458333333333334,Não,8.000003333333334,5.0
UNISA,18,1,8A,,7.218335,C,Ágata,9.58335,0,7.5,9.4,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,13,4,3A,Sim,8.443336,B,Ametista,8.33334,8.8,4375,8,9375,9.37501,10,3.0,Rede Decisão,Ametista,8181,8.8,8.6,7.5,7.6,9.2,Sim,9.5,5.0,4.0,7.83582013255232,Ametista,7.91667,7.775967329428265,6.25,8.533333333333333,8.90625,Sim,8.83334,5.0
Rede Decisão/União,17,3,7B,Sim,8.840628,A,Topázio,9.16668,9.5,7.5,7.5,8.90625,9.416675000000001,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,3,4B,Sim,7.974724666666667,B,Ametista,8.33334,9.7,7.5,3.8333333333333335,8.958333333333332,8.944453333333334,10,5.0,Rede Decisão,Ametista,8201,7.9,7.5,7.5,7.9,8.6,Não,8.6,10.0,5.0,8.005754301587302,Ametista,6.66666,8.36904761904762,7.5,8.055555555555555,6.041666666666666,Sim,8.500005,10.0
Rede Decisão/União,17,4,7B,Não,7.533542000000001,B,Ametista,9.16668,6.6,6875,7,7.34375,7.374995,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,1,1R,Sim,8.350558,B,Ametista,8.500020000000001,8.6,7.5,9.5,8.75,8.77778,5,2.0,Escola Pública,Ágata,6779,6.8,8.3,8.1,4.7,8.1,Não,6.8,5.0,3.0,6.806094361305362,Ágata,6.66666,6.862082362082362,7.5,5.944444444444444,7.03125,Não,5.62499,10.0
Escola Pública,14,1,2P,Não,5.984724,D,Quartzo,6.9166799999999995,8,7.5,0,8.541666666666666,7.944446666666668,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,1,1R,Não,8.129724666666666,B,Ametista,9.500020000000001,8.1,5625,9.5,8.75,8.611113333333334,5,2.0,Escola Pública,Ágata,6621,5.3,8.3,8.1,4.7,8.1,Não,6.8,5.0,3.0,6.618397615273615,Ágata,8.75001,6.826368076368077,7.5,4.0,7.03125,Não,5.62499,10.0
Escola Pública,11,1,2N,Não,7.600000666666666,B,Ametista,6.91668,8.5,7.5,6.5,7.916666666666667,6.833329999999999,10,3.0,Escola Pública,Quartzo,3603,0.0,0.6,7.5,3.1,6.3,Não,2.5,10.0,,,,,,,,,,,
Escola Pública,9,2,1J,Não,7.917778666666665,B,Ametista,9.500020000000001,9.2,5625,8,5.208333333333333,7.222216666666665,10,1.0,Escola Pública,Ágata,5588,9.5,5.8,4.4,0.7,8.1,Não,7.9,5.0,,,,,,,,,,,
Rede Decisão/União,12,3,3L,Não,7.5670823333333335,B,Ametista,6.24999,9.7,7.5,4.666666666666667,8.4375,7375,10,4.0,Rede Decisão,Ametista,7714,7.1,8.6,6.9,5.8,8.1,Não,8.1,10.0,4.0,8.063313842911878,Topázio,7.08333,9.788793103448276,5625,7.611111111111111,8125,Não,7.5,10.0
Escola Pública,12,3,2E,Não,6.0041660000000014,D,Quartzo,0,7,4375,7,6.666666666666666,7.999996666666666,5,2.0,Escola Pública,Quartzo,4133,0.0,1.7,6.3,3.1,7.5,Não,6.5,5.0,2.0,5.852247249848761,Quartzo,9.000020000000001,5.698729582577132,6875,2.833333333333333,6.25,Não,7.166663333333333,5.0
Escola Pública,12,1,2H,Não,6.008751,D,Quartzo,9.500020000000001,8.2,7.5,0,7.1875,7.249995,5,2.0,Escola Pública,Quartzo,2717,0.0,0.8,7.5,0.9,6.3,Não,2.5,5.0,,,,,,,,,,,
Escola Pública,13,1,2G,Não,6.985000666666667,C,Ágata,7.9166799999999995,8.3,7.5,5.5,7.5,7.166663333333332,5,3.0,Escola Pública,Quartzo,4372,6.7,2.2,7.5,2.3,7.1,Não,4.2,5.0,3.0,5.3185395,Quartzo,5.83332,5.604166666666667,7.5,3.733333333333334,7.34375,Não,4.4166625,5.0
Escola Pública,8,2,1F,Não,8.539168,A,Topázio,7.4166799999999995,8.8,7.5,10,6875,8,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,2,2G,Não,4.179721333333333,D,Quartzo,0,2.1,7.5,0,6875,6.611106666666666,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,9,1,1B,Não,8.742502000000002,A,Topázio,9.500020000000001,8.9,7.5,9.5,8125,7.75,10,1.0,Escola Pública,Ametista,7389,10.0,8.8,7.5,5.8,7.5,Não,7.4,5.0,1.0,7.591205925925927,Ametista,9.50002,7.962962962962963,7.5,8.416666666666666,6.041666666666667,Não,7.555556666666667,5.0
Rede Decisão/União,13,3,3G,Não,8.442778666666666,B,Ametista,9.16668,9.2,6875,7.666666666666667,8.541666666666666,8.055553333333332,10,3.0,Rede Decisão,Ágata,6047,9.2,3.9,5.6,6.5,7.7,Não,6.1,5.0,4.0,3.031806222222222,Quartzo,0.0,0.0,5.0,3.711111111111112,5.3125,Não,3.79167,5.0
Rede Decisão/União,14,3,5F,Sim,8.006044,B,Ametista,9.16668,7.9,6.25,6,8.59375,9.125005,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,1,3R,Não,6.484720666666667,C,Ágata,6.66666,5,7.5,3.3333333333333335,8125,7.94444,10,3.0,Escola Pública,Ágata,6343,6.7,5.8,6.9,5.8,7.5,Não,7.1,5.0,4.0,6.075410286931096,Ágata,7.91667,6.22254004576659,7.5,4.388888888888888,7.03125,Não,6.0416625,5.0
Escola Pública,14,0,3M,Não,7.613959833333333,B,Ametista,9.16668,6.7,10,7.666666666666667,7.65625,7.7916675,5,3.0,Escola Pública,Ametista,7789,8.8,7.2,6.3,8.1,7.5,Não,7.4,10.0,4.0,8.253049807035875,Topázio,9.16668,8.975313479623823,6.25,8.055555555555555,7.96875,Não,7.541665,10.0
Escola Pública,16,2,6B,Não,5.802082833333333,D,Quartzo,0,6.5,7.5,3.1666666666666665,7.1875,6.9999975,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,0G,Não,7.429166,B,Ametista,8.500020000000001,10,5625,10,2.5,6.3333200000000005,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,2,2D,Não,6.518752000000001,C,Ágata,8.500020000000001,3.5,6875,8,7.8125,7,5,3.0,Escola Pública,Ametista,7379,9.2,5.8,7.5,6.8,7.5,Não,7.2,10.0,,,,,,,,,,,
Escola Pública,15,2,4A,Não,5.397779,D,Quartzo,7.91667,4.6,7.5,0,7.916666666666668,8.222226666666668,5,5.0,Escola Pública,Ágata,6541,9.2,7.5,7.5,3.6,7.7,Não,6.9,5.0,,,,,,,,,,,
Escola Pública,14,1,3M,Não,7.6402105,B,Ametista,10.000020000000001,6.8,7.5,8,7.96875,8.166667499999999,5,,,,,,,,,,,,,,,,,,,,,,,
V202,D108,D971,D207,D9600,D980,D9891/2,D9891/2A,D910,V920,D930,D940,D950,D960,D970,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,0,1C,Não,7.975835333333334,B,Ametista,9.500020000000001,8.9,7.5,9,7.291666666666667,7.333333333333333,5,1.0,Escola Pública,Ágata,6163,9.0,5.0,7.5,3.9,7.7,Não,7.3,5.0,1.0,7.132224000000001,Ametista,9.50002,7.3,7.5,7.166666666666667,5.833333333333334,Não,7.277776666666666,5.0
Rede Decisão/União,15,4,5G,Não,5.436457833333334,D,Quartzo,7.91667,7.5,3125,0.6666666666666666,6.40625,5.2916625,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,15,0,4A,Não,6.840279333333334,C,Ágata,8.33334,9,7.5,2.6666666666666665,8125,8.055560000000002,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,1H,Não,8.110557333333334,B,Ametista,10.000020000000001,8.4,7.5,9.5,7.916666666666668,7.444443333333333,5,2.0,Escola Pública,Ágata,6254,8.0,4.2,8.1,3.1,7.3,Não,7.3,10.0,2.0,6.957373794871796,Ágata,9.000020000000001,8.974358974358974,7.5,4.333333333333334,6.458333333333334,Não,7.5,5.0
Escola Pública,16,1,4B,Não,8.124446333333335,B,Ametista,8.75001,9.9,7.5,7.666666666666667,8.749999999999998,8.055560000000002,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,2,2R,Não,7.463612666666667,B,Ametista,8.500020000000001,8.7,5,7.5,7.291666666666667,8.22222,5,3.0,Escola Pública,Quartzo,4817,10.0,3.3,5.6,1.8,6.9,Não,2.8,10.0,,,,,,,,,,,
Escola Pública,10,1,2E,Não,7.448612666666667,B,Ametista,8.500020000000001,6.5,7.5,6,7.708333333333334,7.888886666666666,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,15,1,4A,Sim,7.942502666666667,B,Ametista,9.16668,8.4,7.5,7.333333333333333,8.958333333333332,8.666673333333334,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,9,1,1G,Não,8.718752,A,Topázio,10.000020000000001,8.5,7.5,10,7.1875,7.75,10,1.0,Escola Pública,Topázio,8468,9.5,9.6,7.5,7.8,8.3,Sim,9.8,5.0,2.0,7.830771230769231,Ametista,9.000020000000001,9.487179487179487,7.5,5.416666666666667,6.666666666666666,Não,7.666666666666667,10.0
Escola Pública,13,3,3E,Sim,7.639723666666667,B,Ametista,7.08333,5.9,5,7.666666666666667,8.958333333333332,9.111120000000001,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,9,1,0H,Não,7.31667,B,Ametista,9.000020000000001,10,7.5,10,2.5,4.58334,5,0.0,Escola Pública,Ágata,5671,8.0,4.2,7.5,4.6,6.3,Não,6.2,5.0,1.0,6.794144067632851,Ágata,8.500020000000001,7.602657004830919,7.5,6.0,5625,Não,7.055553333333332,5.0
Escola Pública,16,2,7A,Sim,8.381459166666666,B,Ametista,7.91667,9.1,7.5,6.833333333333333,8.28125,9.125002499999999,10,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,7,0,0A,Não,6.301668,C,Ágata,7.9166799999999995,8.8,2.5,8.5,2.5,2.75,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,16,0,5A,Não,6.793611000000001,C,Ágata,8.75001,8.6,7.5,4.333333333333333,7.708333333333334,6.555550000000001,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,8,0,0H,Não,8.61125,A,Topázio,9.000020000000001,9.9,7.5,9,7.8125,6.99999,10,1.0,Escola Pública,Topázio,8407,9.0,10.0,7.5,5.9,7.7,Sim,9.1,10.0,1.0,7.447863774250441,Ametista,9.50002,7.704585537918872,7.5,7.5,5625,Não,8.222223333333334,5.0
Escola Pública,10,0,0A,Não,7.16667,C,Ágata,8.500020000000001,10,7.5,8.5,2.5,5.58334,5,0.0,Escola Pública,Ametista,7546,8.0,10.0,7.5,5.3,7.5,Não,8.4,5.0,1.0,6.510225610194904,Ágata,8.500020000000001,8.87056471764118,5.0,5.166666666666667,5.416666666666667,Não,6.555553333333333,5.0
Rede Decisão/União,16,4,6B,Não,6.728749,C,Ágata,0,7.8,7.5,6,7.1875,7.499995,10,7.0,Rede Decisão,Ágata,6787,8.8,7.2,5.6,5.8,6.7,Não,5.4,10.0,,,,,,,,,,,
Escola Pública,12,0,2L,Não,6.120001333333334,C,Ágata,8.500020000000001,7.1,7.5,3,6.666666666666667,6.666663333333334,5,2.0,Escola Pública,Ágata,6860,8.5,7.9,7.5,4.8,7.9,Não,7.1,5.0,3.0,7.130972888888889,Ametista,9.58335,8.75,7.5,5.644444444444443,7.1875,Não,6.624995,5.0
FIAP,18,2,8A,,7.183333999999999,C,Ágata,8.33334,0,8.75,9,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,9,0,1K,Não,8.050834666666667,B,Ametista,6.9166799999999995,6.9,7.5,10,7.291666666666667,7.5,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,1,2P,Não,8.949447333333334,A,Topázio,10.000020000000001,9.4,7.5,9,8.75,8.222226666666668,10,3.0,Rede Decisão,Topázio,8614,9.6,9.7,7.5,6.7,8.8,Não,8.7,10.0,3.0,8.740216279956428,Topázio,10.00002,9.37363834422658,8.75,7.155555555555556,8.59375,Sim,8.5000025,10.0
Escola Pública,12,1,2C,Não,3.8519446666666672,D,Quartzo,0,1.1,7.5,0,7.708333333333334,8.055556666666668,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,16,1,6B,Não,4.4933325,D,Quartzo,7.91667,2.8,5,0,6.25,5.0833275,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,1A,Não,6.846252000000001,C,Ágata,8.500020000000001,8.7,5625,5.75,5.9375,7.25,5,1.0,Escola Pública,Ágata,6844,9.5,8.8,7.5,3.5,7.5,Não,7.2,5.0,,,,,,,,,,,
Escola Pública,18,1,7B,Não,7.080833833333333,C,Ágata,7.91667,8.3,6875,5.666666666666667,7.5,7.7916675,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,8,1,0F,Não,8.546669,A,Topázio,9.500020000000001,9.9,7.5,9,7.5,6.583335,10,0.0,Escola Pública,Ametista,7521,10.0,8.3,7.5,6.4,7.5,Não,7.8,5.0,1.0,6.714253207729469,Ágata,8.000020000000001,8.48792270531401,7.5,4.583333333333334,5.833333333333334,Não,7.333333333333333,5.0
Rede Decisão/União,14,3,6A,Não,7.819792333333333,B,Ametista,7.91667,8.5,7.5,5.166666666666667,8.28125,8.583335,10,7.0,Rede Decisão,Ametista,7936,7.1,8.3,7.5,7.2,8.3,Não,7.8,10.0,,,,,,,,,,,
Escola Pública,11,1,1R,Não,4.3272233333333325,D,Quartzo,8.000020000000001,0.9,7.5,0,7.083333333333334,6.944439999999998,5,1.0,Escola Pública,Quartzo,3827,0.0,3.3,7.5,0.6,7.2,Não,5.3,5.0,,,,,,,,,,,
Escola Pública,13,4,2H,Não,6.2175020000000005,C,Ágata,9.000020000000001,7.9,4375,3,5,8.5,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,17,1,7A,Não,7.887501166666667,B,Ametista,7.5,8,7.5,6.833333333333333,8125,8.0416725,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,14,0,3H,Não,5.189999333333334,D,Quartzo,8.33334,5.2,5,2.1666666666666665,7.5,5.666660000000001,5,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,12,4,2B,Não,5.655001,D,Quartzo,8.000020000000001,6.9,5,4.5,3.75,5.999995,5,2.0,Rede Decisão,Quartzo,5075,8.9,3.8,4.4,4.3,5.0,Não,5.7,5.0,,,,,,,,,,,
Escola Pública,10,1,0B,Não,8.500003,A,Topázio,9.500020000000001,10,7.5,10,7.5,7.750005,5,,,,,,,,,,,,,,,,,,,,,,,
Estácio,20,4,8A,,7.255001,C,Ágata,8.75001,0,7.5,9.7,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,1J,Não,7.898334666666667,B,Ametista,6.41668,9.2,6875,10,7.291666666666667,7.5,5,2.0,Escola Pública,Ametista,7572,6.4,8.3,5.0,6.3,8.1,Não,8.4,10.0,2.0,7.280371036414566,Ametista,7.00002,9.054621848739496,8125,7.25,5.624999999999999,Não,7.222223333333334,5.0
